battery,cycle_num,Capacity,Residual,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6
B0005,128,1.3804366761974138,1.0712024320558409,0.0052125453146764185,-0.0036260409769387843,-0.0025666032662472276,0.0005480117681716741,0.047114413468995975,0.26255191793408433
B0005,129,1.3752364150256224,1.048208442846148,0.002974977977993447,-0.0031773305841199177,-0.00103802329665023,0.0010860083295743134,0.05106240734881765,0.2761199325077678
B0005,130,1.3705128024895008,1.0260057482252365,-8.071804250062051e-06,-0.003452522593062109,-0.000683855217464334,0.003944215852918408,0.056390924859759606,0.28831636327275967
B0005,131,1.3705085566270399,1.0035029024129838,-0.0008739006178605705,-0.0021323761621306076,0.0013168578678232712,0.006077954440752895,0.06083573743611311,0.301781381355757
B0005,132,1.3647355108681518,0.9813189037784861,-0.009065271613513523,0.0008787497347917324,0.0014307182389850079,0.010347341144355076,0.0655429571959751,0.3142821124985124
B0005,133,1.375392016895762,0.9593457345701392,-0.00037367806824697286,0.0027690924260767597,0.0034411563110040696,0.012523621024084617,0.07242489234581588,0.3252611983907152
B0005,134,1.3861115151535393,0.9378084751044191,0.009189617263942294,0.004546677193559779,0.0050486524634411915,0.015830364460239246,0.07744307669597149,0.3362446520701465
B0005,135,1.3698500035838939,0.9168211287885544,-0.004172490260986732,0.00388036717305724,0.005978891402463213,0.0186715822433416,0.0842861000306005,0.34438442431360966
B0005,136,1.3647827949260758,0.8956277309783086,-0.003913418312632076,0.0020704045026810254,0.006635715576876983,0.020924579502954795,0.09165025576165212,0.35178752702564947
B0005,137,1.3543220466259964,0.8752902737570515,-0.007972127256718118,0.00046232087707402105,0.006379022822730119,0.024272716109722373,0.09866874089521774,0.3572210995358441
B0005,138,1.3546417018378962,0.8548096455500848,-0.0011482892379052854,-0.0004499334966377229,0.007362147216912891,0.026471690091189246,0.10528853746058034,0.3623079043684289
B0005,139,1.3547039213192407,0.8360405740569048,0.004566088169210427,-0.001777857698173304,0.009361956868808786,0.027816379024041604,0.11505641202983014,0.36364036898334234
B0005,140,1.349314997503458,0.8167540859406706,0.0036483650316623227,0.000404089652606709,0.009148860955833612,0.03031892997949588,0.12381943079212246,0.36522123526862904
B0005,141,1.3441891937970554,0.7985775019711292,0.0032316663113731124,-0.00013024158308373658,0.011538053187608482,0.032453282755830315,0.13328570353867283,0.3652332277357877
B0005,142,1.3389913790695755,0.7818758788009147,0.001623458655026766,0.0004998405317667193,0.014258342732139178,0.033778765023464496,0.14426522764913616,0.3626898658001282
B0005,143,1.3389145230206971,0.764473809334924,0.0069194444968370865,-0.0003678808913536743,0.015612871465337604,0.0365465465313355,0.15559686157333358,0.360132870633324
B0005,144,1.3340066759761655,0.7497950375704143,0.0062856872042884,-0.00194666242489914,0.019197611829996738,0.037557154439304886,0.1682788751738598,0.35483897230882677
B0005,145,1.3286444309174914,0.7350601352233013,0.004137862648083885,-0.0023489236695186976,0.02222819334265032,0.04029708431739542,0.18036457320575333,0.3489055059782766
B0005,146,1.3231708992276219,0.7218223149601696,0.0008276982266460136,-0.0039074417915410916,0.027467931654628353,0.04125457743080171,0.19612004632021443,0.33958577255803685
B0005,147,1.3181691588445197,0.7102044881576046,-0.004799973936808131,-0.0035129455303075847,0.03283400295555378,0.043205279946798465,0.21027334970072403,0.3299649576849231
B0005,148,1.3184664436640334,0.6991524841779135,-0.007732313440217636,-0.002322099790363491,0.039521504928060586,0.04578439986421598,0.2257028277174497,0.3183596403407868
B0005,149,1.318293040102702,0.6897576408867269,-0.013073508825208944,-0.0013360791583974187,0.04977529483410872,0.04514808035522724,0.24392335354348776,0.30409825860066103
B0005,150,1.323872422244268,0.680996923610808,-0.014289660071879758,0.0007454807682875572,0.05980271227351389,0.045465496389255226,0.2629951361250742,0.28815633328017326
B0005,151,1.3601216766554785,0.6739915492682415,0.016284564782775846,0.0011473718393079306,0.07122726430983463,0.045001208189972455,0.2821123343851459,0.27035738399207065
B0005,152,1.3395306867947354,0.667629149243218,-0.005908006742156149,-0.0051988711404675194,0.0866760183227894,0.04213812853826728,0.3034838242419866,0.25071044445381413
B0005,153,1.3290286565120697,0.6631376072631484,-0.013047821667659922,-0.015607936786229876,0.10138672749030485,0.03852199976202268,0.32670661624696445,0.22793146433176753
B0005,154,1.3236741274998955,0.6605818302115898,-0.011840957582304463,-0.031730435415302786,0.11975206406398264,0.03275746137412167,0.35206894554957713,0.2020852194293005
B0005,155,1.318633896753293,0.659500924841993,-0.008259258020206786,-0.05054126998712183,0.13984909619115493,0.025923717375421398,0.37883344410962727,0.17332724237614866
B0005,156,1.3134751321324272,0.659420679425963,-0.0037909345142853735,-0.07182680422121795,0.16286784546887964,0.01633363934965628,0.40831011622173236,0.14216059053814034
B0005,157,1.3132020634442203,0.6607169735529277,0.005549430474448859,-0.09404094021029584,0.18766115390874843,0.004615363398845941,0.44108130538374457,0.10761877707238561
B0005,158,1.3077959946944353,0.6648464771279946,0.008952169466562965,-0.11792443251257877,0.21746307856909364,-0.010918946739619084,0.47639321370302173,0.06898443521939279
B0005,159,1.3030329186405918,0.6696179962490276,0.014979994049786623,-0.145474840378371,0.24989234734982355,-0.029126836444088606,0.5162084089097397,0.02693584904661519
B0005,160,1.3033573559038205,0.6762409002887592,0.028664578005317607,-0.17722630822598187,0.2851303044297829,-0.048818808599754064,0.5585258936735394,-0.01915920352607212
B0005,161,1.3034100438655642,0.6850496089341521,0.044615583715988165,-0.21353149607531133,0.32521276403227284,-0.07368645954986788,0.6060977559375336,-0.07034771298746027
B0005,162,1.2978870806495706,0.6956353324734834,0.058750070835432905,-0.25491819056668275,0.3676641339761574,-0.10084798832243534,0.657339517847604,-0.1257357954493369
B0005,163,1.2980735056918902,0.7077451278394771,0.08337119853941347,-0.3030208467030247,0.4149877949283327,-0.13296147877223677,0.714779383332922,-0.18682767332843986
B0005,164,1.293463613844243,0.7224853251189507,0.10816334540481029,-0.35850222175827484,0.4659407576385796,-0.16768501019920137,0.7769584644793734,-0.2538970466930127
B0005,165,1.288003392619118,0.738942453046108,0.13767379037088545,-0.41960011311329165,0.5189187025785701,-0.2074646741648849,0.8459361739518514,-0.32640293990026215
B0005,166,1.2874525221379407,0.7580138676624861,0.17825094725475693,-0.48992897038788796,0.5782187423920379,-0.25223590304639837,0.9197910373107849,-0.4046571988976905
