battery,cycle_index,cycle_num,time_seconds,capacity_ahr,ambient_temp_c,voltage_measured_mean,voltage_measured_min,voltage_measured_max,current_measured_mean,current_measured_std,temperature_measured_mean,temperature_measured_max,current_load_mean,voltage_load_mean,discharge_time_sec,re_ohm_interp,rct_ohm_interp,sense_current_interp,battery_current_interp,current_ratio_interp,battery_impedance_interp,rectified_impedance_interp,regen_cycles,capacity_after_regen,capacity_deg,cluster,dcr,lli,lam,soh,capacity_derivative,regen_strength,impedance_sum,impedance_growth,dcr_growth,lli_scaled,lli_smooth,lam_scaled,lam_smooth,dcr_scaled,dcr_smooth,temp_rise,thermal_stress,ir_drop,voltage_range,C_rate_avg,C_rate_max,current_temp_product,load_temp_interact,cycle_diff_time,cycle_duration_rate,battery_encoded,_crate_bin,_temp_bin,C_rate_abs,C_rate_max_abs,current_temp_product_abs,load_temp_interact_abs,ir_drop_abs,impedance_growth_log,dcr_growth_log
B0005,21,11,1207303039.0,1.8246195526864504,24.0,3.549292319740949,2.472448301852732,4.188916055911241,-1.863380178294828,0.5267409991401001,32.15709350345252,38.54143406601644,-1.8502624338624336,2.4602222222222223,3530.25,0.0452722012577998,0.0680618454184827,819.7107901346222,317.79889161710315,2.636005236835381,0.2253017779098578,0.0681215622838751,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0113387010568139,0.0,0.982834320462208,6.284189514316196e-06,0.0318678681317063,0.1133340466762825,0.4028039423027501,0.0,0.0937635547462146,-0.0125461046441415,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.541434066016445,0.0041190947003788,-1.0890700975187269,1.7164677540585087,-1.0037127946010649,-0.43625298534016,-27.096220002596205,-14.595423423908487,14951.0,4.235110827843854,0,2,1,1.0037127946010649,0.43625298534016,27.096220002596205,14.595423423908487,1.0890700975187269,0.338473049589853,0.0
B0005,24,12,1207331787.0,1.814201935767392,24.0,3.559759220648976,2.64956413267546,4.189876247266316,-1.872968810287894,0.5116979707844124,32.36407129853099,38.52197451768004,-1.8593454545454544,2.4758021390374334,3491.016,0.0452722012577998,0.068114817159167,819.3009528018916,318.40518647519616,2.6287244910890566,0.2236848381756009,0.0671820524528742,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0131406067141792,0.0,0.9772228539894284,-0.0104176169190584,0.0422854850507647,0.1133870184169668,0.44973168734897,0.0,0.0876299670439036,-0.0120716212716945,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.521974517680045,0.0041598132227626,-1.0839570816115427,1.5403121145908556,-1.008877726978401,-0.4576238215969367,-27.199205335410305,-14.650896642635304,28748.0,8.234851974322593,0,2,1,1.008877726978401,0.4576238215969367,27.199205335410305,14.650896642635304,1.0839570816115427,0.37137849610226953,0.0
B0005,26,13,1207346514.0,1.8137521577549047,24.0,3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160835,0.4942824152307196,32.3181954403762,38.582485834057856,-1.869324731182796,2.493279569892473,3470.281,0.0452722012577998,0.0681691531702876,818.891115469161,319.0114813332892,2.621443745342732,0.222067898441344,0.0662425426218733,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0122736805129655,0.0,0.9769805803238794,-0.0004497780124872,0.042735263063252,0.1134413544280874,0.4978680416344026,0.0,0.0905809361275739,-0.011849494293525,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.582485834057856,0.0042021051995655,-1.0648023992467248,1.616788617032181,-1.0140707026564952,-0.4815786325010804,-27.453126427751968,-14.787671656221438,14727.0,4.24374856099427,0,2,1,1.0140707026564952,0.4815786325010804,27.453126427751968,14.787671656221438,1.0648023992467248,0.404042791518242,0.0
B0005,28,14,1207362026.0,1.8134404914735824,24.0,3.555692244172496,2.5249886697730286,4.188837765892728,-1.882536787636365,0.4942870357372934,32.15709029211502,38.52029413487392,-1.869324731182796,2.4930591397849464,3470.0,0.0452722012577998,0.0682248534518446,818.4812781364304,319.6177761913822,2.614162999596407,0.2204509587070871,0.0653030327908724,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.011154199135401,0.0,0.976812700769282,-0.0003116662813222,0.0430469293445743,0.1134970547096444,0.5472130051591708,0.0,0.0943915891339226,-0.0117409332117812,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.520294134873922,0.0041845228054379,-1.0626331043875497,1.6638490961196997,-1.01403153369749,-0.4815344858551603,-27.334987876200703,-14.724036131324873,15512.0,4.470317002880556,0,2,1,1.01403153369749,0.4815344858551603,27.334987876200703,14.724036131324873,1.0626331043875497,0.4364552512911644,0.0
B0005,30,15,1207376701.0,1.8025980036306504,24.0,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260213,0.4954145192703598,32.04407000314609,38.21358592965045,-1.868625945945946,2.493508108108108,3450.297,0.0452722012577998,0.0682819180038379,818.0714408036998,320.2240710494752,2.606882253850082,0.2188340189728302,0.0643635229598715,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0113402840482654,0.0,0.970972376875165,-0.010842487842932,0.0538894171875063,0.1135541192616376,0.5977665779231269,0.0,0.0937581663304227,-0.0112144586622296,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.21358592965045,0.0041195253422086,-1.0692387099093947,1.494488440079794,-1.0136311689540458,-0.4799194793965977,-26.74703383478811,-14.407333720900365,14675.0,4.253257038450819,0,2,1,1.0136311689540458,0.4799194793965977,26.74703383478811,14.407333720900365,1.0692387099093947,0.468606765287339,0.0
B0005,32,16,1207391432.0,1.80210690024615,24.0,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,0.4770160473926998,31.93159367491153,38.1983618706913,-1.8787804347826087,2.5033804347826085,3429.407,0.0452722012577998,0.0683403468262675,817.6616034709692,320.8303659075682,2.599601508103757,0.2172170792385732,0.0634240131288707,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0107958956480953,0.0,0.970707843230071,-0.0004911033845003,0.0543805205720067,0.1136125480840672,0.6495287599263205,0.0,0.0956112344879678,-0.0107955841402775,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.1983618706913,0.0041401798826115,-1.0580717408663118,1.5491106556703098,-1.0192291670096816,-0.5053382116639861,-26.865943379197518,-14.47138454236672,14731.0,4.295494818782286,0,2,1,1.0192291670096816,0.5053382116639861,26.865943379197518,14.47138454236672,1.0580717408663118,0.5004896470763754,0.0
B0005,34,17,1207406081.0,1.802579500826209,24.0,3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037409,0.4571130109358775,31.941655359029298,38.31926916027133,-1.8890437158469944,2.5137704918032786,3409.484,0.0452722012577998,0.0684001399191335,817.2517661382386,321.4366607656612,2.5923207623574323,0.2156001395043163,0.0624845032978697,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0105082339664211,0.0,0.970962410309147,0.000472600580059,0.0539079199919476,0.1136723411769333,0.7024995511688494,0.0,0.0965904190229245,-0.0105044096633898,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.319269160271332,0.0041998346847403,-1.0465715556953037,1.6149964595900164,-1.0249263735060827,-0.5324770247373177,-27.246174409740885,-14.676196611694388,14649.0,4.296544579765063,0,2,1,1.0249263735060827,0.5324770247373177,27.246174409740885,14.676196611694388,1.0465715556953037,0.5320974954108638,0.0
B0005,36,18,1207420765.0,1.8030683142834096,24.0,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.913347060582244,0.4358942318853322,31.965008645476725,38.4787542519308,-1.89941978021978,2.5288736263736262,3390.422,0.0452722012577998,0.0684612972824358,816.841928805508,322.0429556237542,2.5850400166111074,0.2139831997700594,0.0615449934668689,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.010179307903205,0.0,0.971225710481138,0.0004888134572005,0.0534191065347471,0.1137334985402356,0.7566789516505665,0.0,0.0977100652419512,-0.0169518382039874,-0.0616046142506126,0.0,-0.3362197248490324,0.0,14.478754251930802,0.0042704873469811,-1.0302452777665605,1.6945401166847782,-1.0306275378415446,-0.5610372494694985,-27.702881888824468,-14.922202845680236,14684.0,4.33102427957218,0,2,1,1.0306275378415446,0.5610372494694985,27.702881888824468,14.922202845680236,1.0302452777665605,0.5634250672101765,0.0
B0005,38,19,1207435595.0,1.802777624719604,24.0,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481536,0.4361904658639456,31.966241678512723,38.54659017774874,-1.8994164835164835,2.529324175824176,3390.281,0.0452722012577998,0.0685238189161744,816.4320914727774,322.6492504818472,2.5777592708647825,0.2123662600358025,0.060605483635868,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0096983267509622,0.0,0.971069130069902,-0.0002906895638057,0.0537097960985528,0.1137960201739742,0.8120669613715209,0.0,0.0993472986167292,-0.0241008455666615,-0.0616046142506126,-0.2685707260123153,-0.3362197248490324,-0.1312137036523397,14.54659017774874,0.0042906738933275,-1.028562596022332,1.7335932668516607,-1.0305268907636842,-0.5606174685530441,-27.82995752721948,-14.990652347088956,14830.0,4.374268681562273,0,2,1,1.0305268907636842,0.5606174685530441,27.82995752721948,14.990652347088956,1.028562596022332,0.5944681613372846,0.0
B0005,41,20,1208553019.0,1.8470259949329195,24.0,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575973,0.5400579358950733,32.37143341978575,38.44749852224995,-1.8422010416666668,2.4483229166666667,3591.734,0.0452722012577998,0.0717126797487908,816.0222541400468,323.2555453399402,2.5704785251184576,0.2107493203015456,0.0596659738048671,1.0,1.8564874208181568,28.62438421161124,0.0,0.0,-0.0435774267512536,0.0,0.9949035873989022,0.0442483702133156,0.0094614258852372,0.1169848810065906,3.6370835873635694,0.0,-0.0159752934833448,-0.0269288758291774,-0.0616046142506126,-0.3010590577241319,-0.3362197248490324,-0.1667559859461728,14.447498522249951,0.0040224299801282,-1.103714606884524,1.5554712597645248,-0.9993849420970268,-0.4175787531101217,-26.805102446683875,-14.438612474105648,1117424.0,311.109898450077,0,2,1,0.9993849420970268,0.4175787531101217,26.805102446683875,14.438612474105648,1.103714606884524,1.5340856314197182,0.0
B0005,45,21,1208572149.0,1.847417311283644,24.0,3.5525668436897124,2.5027764692056795,4.187628781108399,-1.8746995273150973,0.5078881766945342,32.70024990461686,38.992275791716615,-1.8615263157894737,2.474068421052632,3552.297,0.0449751845978233,0.0686664168069687,815.6124168073162,323.86184019803324,2.563197779372133,0.2091323805672887,0.0587264639738662,1.0,1.8564874208181568,28.62438421161124,0.0,-0.6560685182616985,-0.0465409324614659,-1.3428536300615768,0.9951143705942724,0.0003913163507245,0.0090701095345127,0.1136416014047919,0.6752671406195314,-1000.0,-0.0260629038449575,-0.0287117510934702,-0.3154949668522179,-0.570208616953811,-0.3776122579031051,-0.6119347399426269,14.992275791716615,0.004220445472806,-1.0784984226370806,1.68485231190272,-1.0098099805486989,-0.462660378859362,-28.106012340108716,-15.139349725614084,19130.0,5.385247911420305,0,2,1,1.0098099805486989,0.462660378859362,28.106012340108716,15.139349725614084,1.0784984226370806,0.5159726394973739,-6.90875477931522
B0005,49,22,1208591235.0,1.8361774213478947,24.0,3.556794038327039,2.617507742871704,4.187447226312926,-1.873827212788385,0.5090210348494151,32.32266411829938,38.51424197364312,-1.8608,2.480037037037037,3531.578,0.0451917473899414,0.0689943523312772,815.9550939660886,323.3589010461048,2.567475620326072,0.209563213357315,0.0591859956796898,1.0,1.8564874208181568,28.62438421161124,0.0,-0.1777114114691657,-0.0246483852790007,-0.1624416585590828,0.989059985409806,-0.0112398899357493,0.020309999470262,0.1141860997212186,1.1576390211972658,-1000.0,0.0484581220599025,-0.0299416549900698,-0.0923170977599762,-0.9283951642981008,-0.3474318547845053,-1.217253410347605,14.514241973643117,0.0041098460726731,-1.076757001290002,1.5699394834412224,-1.0093401068956591,-0.460970073393462,-27.19718158320787,-14.649806545186406,19086.0,5.404382969877657,0,2,1,1.0093401068956591,0.460970073393462,27.19718158320787,14.649806545186406,1.076757001290002,0.7690145781439077,-6.90875477931522
B0005,53,23,1208610102.0,1.825780747577624,24.0,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,0.493049411096651,31.98795810666763,38.165816144899125,-1.8700117647058825,2.4924491978609624,3492.907,0.0442644901504686,0.0687488686697081,816.0605373360996,323.32925076944963,2.5718247434641817,0.2100364614934557,0.0590874315614708,1.0,1.8564874208181568,28.62438421161124,0.0,-2.2258937699822705,-0.0190936842246686,-1.3457477961483952,0.9834597999985368,-0.0103966737702707,0.0307066732405327,0.1130133588201767,0.1187060864206834,-1000.0,0.0673660187844637,-0.024691615948857,-0.31604216040468,-1.0009219252846635,-0.4766553331494659,-1.3379925007945557,14.165816144899123,0.0040555949943399,-1.0689608065924578,1.493269548386189,-1.0143852980756376,-0.4832215473255447,-26.67697354858733,-14.369595632628178,18867.0,5.401517990600551,0,2,1,1.0143852980756376,0.4832215473255447,26.67697354858733,14.369595632628178,1.0689608065924578,0.11217273747513373,-6.90875477931522
B0005,57,24,1208629649.0,1.8251136435078368,24.0,3.556610794781798,2.6237674644021887,4.187438187636325,-1.873239184822504,0.51045002675325,31.894456524691385,38.16526203587147,-1.860063829787234,2.4792606382978724,3511.594,0.0439019958242159,0.0689827880320498,815.9682720621597,323.82134647219266,2.5672858365216715,0.2096376878830059,0.0588167214868156,1.0,1.8564874208181568,28.62438421161124,0.0,-3.0265933520248898,-0.0158478462339603,-1.790932736721449,0.98310046329509,-0.0006671040697872,0.0313737773103199,0.1128847838562657,0.0048013317760981,-1000.0,0.0784146726926891,-0.018380874536977,-0.4002122881123694,-1.0133657730420498,-0.5271728979975645,-1.8494353018131355,14.165262035871471,0.0040338552907504,-1.0773501564839258,1.5636707232341367,-1.0090233646656983,-0.459113873489788,-26.53492390887304,-14.29308036080631,19547.0,5.566417985676714,0,2,1,1.0090233646656983,0.459113873489788,26.53492390887304,14.29308036080631,1.0773501564839258,0.004789842145029292,-6.90875477931522
B0005,61,25,1208648515.0,1.825581504220376,24.0,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,0.4336815885962881,31.78039681801023,38.27549578575718,-1.9004891304347828,2.5292119565217392,3431.9370000000054,0.0449988950376799,0.0686341593438734,816.0943626659256,323.183943692287,2.572099062620396,0.2100789237684147,0.0592604921090777,1.0,1.8564874208181568,28.62438421161124,0.0,-0.6036954522347538,-0.01732723154519,-0.3626338049328155,0.9833524772367376,0.0004678607125392,0.0309059165977807,0.1136330543815533,0.6676953198285255,-1000.0,0.0733789265009568,-0.0160998211799881,-0.130166982135363,-0.966258925632155,-0.3743079477490265,-1.7810428884004896,14.27549578575718,0.0041596031004511,-1.029462260504888,1.686661551190617,-1.0309573620898262,-0.5637507616038822,-27.322718994072687,-14.717427477808654,18866.0,5.497187156988742,0,2,1,1.0309573620898262,0.5637507616038822,27.322718994072687,14.717427477808654,1.029462260504888,0.5114426252785189,-6.90875477931522
B0005,65,26,1208667281.0,1.814031127508391,24.0,3.564103182686905,2.68499881852498,4.188261122540052,-1.9030532722310995,0.4560917837399327,31.688747146342205,37.98216079918311,-1.88963695652174,2.516663043478261,3431.125,0.043817477526845,0.0688841609034064,816.0818304129315,323.9475192157098,2.5626517174481105,0.2090676164891054,0.0588255492497982,1.0,1.8564874208181568,28.62438421161124,0.0,-3.2132825233545983,-0.0149872254020656,-1.4050728688485068,0.9771308478400272,-0.0115503767119851,0.0424562933097658,0.1127016384302514,-0.1574474776334532,-1000.0,0.0813441786461697,-0.0146393134210133,-0.3272586201056948,-0.852168118641709,-0.5389514508163724,-1.6909860130860035,13.982160799183111,0.0040750951361955,-1.047440139208644,1.5032623040150717,-1.0250827718333466,-0.5337335944785572,-26.60879686174683,-14.332872148246189,18766.0,5.469343145468186,0,2,1,1.0250827718333466,0.5337335944785572,26.60879686174683,14.332872148246189,1.047440139208644,-0.14621713025410318,-6.90875477931522
B0005,69,27,1208686588.0,1.8147691941158937,24.0,3.559588063594272,2.547109116468133,4.187338767288234,-1.913459074224792,0.434873129767018,31.59674799256916,38.11100191887773,-1.899954098360656,2.529601092896175,3412.406,0.0453465611451676,0.0686026558631979,816.1754232562994,323.4323430972103,2.5672708365199925,0.2095432426568365,0.059207221627681,1.0,1.8564874208181568,28.62438421161124,0.0,0.1642506555940641,-0.0132431184940564,0.0730925784903925,0.9775284086310276,0.0007380666075027,0.0417182267022631,0.1139492170083655,0.947784268247432,1000.0,0.0872810225862253,-0.0137237487112025,-0.0477851628152129,-0.6224088279025317,-0.3258568580118243,-1.4573013015657037,14.111001918877731,0.004135206044906,-1.0299869706980966,1.640229650820101,-1.0306878741741432,-0.5621976224695304,-27.00082466808005,-14.544038570235346,19307.0,5.657884788619626,0,2,1,1.0306878741741432,0.5621976224695304,27.00082466808005,14.544038570235346,1.0299869706980966,0.6666924538347767,6.90875477931522
B0005,73,28,1208705825.0,1.813969388710352,24.0,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,0.43491395027052,31.56558649878708,38.18831137948753,-1.899956284153005,2.527672131147541,3410.688,0.0444683437996629,0.0683922668229976,815.8397399977335,323.92695383209684,2.561510291413471,0.2090367702193535,0.0588514780843273,1.0,1.8564874208181568,28.62438421161124,0.0,-1.775609393409841,-0.0117911454297943,-0.7752937611961666,0.977097592135008,-0.0007998054055415,0.0425180321078046,0.1128606106226604,-0.0166137723702526,-1000.0,0.0922234589977224,-0.0123348924281356,-0.2081876833159235,-0.656418380539494,-0.4482460886541033,-1.6373242142896978,14.18831137948753,0.0041599558152148,-1.0291610999046577,1.7162455419540428,-1.0307750472278676,-0.5622408194606947,-27.151049331995672,-14.62495733227495,19237.0,5.640211007278989,0,2,1,1.0307750472278676,0.5622408194606947,27.151049331995672,14.62495733227495,1.0291610999046577,-0.016477273420949366,-6.90875477931522
