battery,cycle_num,anchor_cycle,capacity_ahr,capacity_mean,ambient_temp_c,voltage_measured_mean,voltage_min,voltage_max,voltage_std,v_dod_10,v_dod_50,v_dod_90,re_ohm_interp,rct_ohm_interp,ir_mean,ir_max,temperature_measured_max,temperature_mean,temperature_min,temperature_std,temp_rise_cycle,discharge_time_sec,eff_c_rate,current_mean,current_std,current_min,current_max,dvdt_max_abs,dTdt_max,soh,capacity_derivative,cap_vel,regen_strength,impedance_sum,impedance_growth,dcr,dcr_growth,lli,lam,temp_rise,thermal_stress,cycle_life,rul_cycles,rul_norm,c_ref_ahr,c_rate_peak,c_rate_mean,eff_c_rate_C,discharge_current_class
B0005,11,1,1.8246195526864504,1.8246195526864504,24.43671599422777,3.549292319740949,2.472448301852732,4.188916055911241,0.2430973444996006,0.0,0.0,0.0,0.5844591059545478,0.5844591059545478,0.0,0.0,38.54143406601644,32.15709350345252,24.43128509546442,3.4192563180601603,14.104718071788673,3530.25,1.86067003460696,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.0026264001899385,0.0236670051321492,0.012646934403878,0.9829169051240044,-0.0009829375774204,-0.0030366701542063,0.0317135678290241,1.1914139296830095,-0.043393333596286,0.5957069648415049,-0.0433932979535568,-0.7741632806250175,-1.8555227468617064,14.104718071788673,0.98927959207448,105.0,94.0,0.8952380952380953,1.8352043352523866,1.0985541760189865,1.0153529732363926,1.0138762201382177,2A
B0005,12,1,1.814201935767392,1.814201935767392,24.7443285138996,3.559759220648976,2.64956413267546,4.189876247266316,0.2288618517595794,0.0,0.0,0.0,0.57873708142948,0.57873708142948,0.0,0.0,38.52197451768004,32.36407129853099,24.74037188089418,3.3635991447660745,13.777646003780443,3491.016,1.8708384518325352,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.0023645237017673,0.0184168175001112,0.0102522906972387,0.9828337910571712,-0.0001543003026829,-0.0030924835695327,0.031867868131707,1.1885611655103654,-0.0457906386330941,0.5942805827551827,-0.0457906009758032,-0.8265839319135988,-2.451928175478908,13.777646003780443,0.988317513488738,105.0,93.0,0.8857142857142857,1.8352043352523866,1.0989794580929844,1.0205778039589875,1.0194169749360624,2A
B0005,13,1,1.8137521577549052,1.8137521577549052,24.73663909953236,3.558081969139198,2.5724981777366227,4.189286794768804,0.2346077577627525,0.0,0.0,0.0,0.565598883468223,0.565598883468223,0.0,0.0,38.582485834057856,32.3181954403762,24.733107699311518,3.373928317672441,13.845846734525498,3470.281,1.8815501591708736,-1.8826095043160835,0.4942824152307196,-2.016393908986775,0.001858378552761,0.0206447212881476,0.011878108857356,0.9828304060699856,-6.284189514316196e-06,-0.0021201717310313,0.0318741523212213,1.1689182119090955,-0.0624553795555425,0.5844591059545478,-0.0624553277598594,-0.8265839319135988,-2.451928175478908,13.845846734525498,0.9913122612945542,105.0,92.0,0.8761904761904762,1.8352043352523866,1.0987299181098928,1.0258310032038898,1.0252537676749294,2A
B0005,14,1,1.8134404914735824,1.8134404914735824,24.44798340505406,3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,0.0,0.0,0.0,0.5644684060880111,0.5644684060880111,0.0,0.0,38.52029413487392,32.15709029211502,24.44798340505406,3.426023279669047,14.072310729819854,3470.0,1.881379184237722,-1.882536787636365,0.4942870357372934,-2.0158117255163046,0.0022664654273509,0.0221023438034404,0.0123890557538962,0.9772223276070152,-0.0104113327295443,-0.002327029409052,0.0422854850507656,1.15747416285896,-0.0722939017649483,0.57873708142948,-0.0722938415109638,-0.7275439620917784,-2.40805360328856,14.072310729819854,0.9882344793891806,105.0,91.0,0.8666666666666667,1.8352043352523866,1.098412687238492,1.0257913799977314,1.0251606036986531,2A
B0005,15,1,1.8025980036306504,1.8025980036306504,24.47211924021532,3.562746818017503,2.694621861688723,4.189110301768517,0.2239260869020738,0.0,0.0,0.0,0.5682016293954968,0.5682016293954968,0.0,0.0,38.21358592965045,32.04407000314609,24.46309712112356,3.360458061989185,13.741466689435129,3450.297,1.880809916673939,-1.8817935155260213,0.4954145192703598,-2.0193509920362724,0.0013199464372558,0.0176657181551303,0.0102389711312073,0.9769800540719678,-0.0004497780124863,-0.0032461007387513,0.042735263063252,1.1364032587909936,-0.0906658323327065,0.5682016293954968,-0.0906657560596167,-0.6907975711086076,-2.3149205974560774,13.741466689435129,0.9731951103991802,105.0,90.0,0.8571428571428571,1.8352043352523866,1.1003412280837714,1.0253863721759504,1.0248504106848029,2A
B0005,16,1,1.80210690024615,1.80210690024615,24.325417128823226,3.5614521756489204,2.64010141737067,4.18921207304098,0.2279697917277214,0.0,0.0,0.0,0.5591792296478774,0.5591792296478774,0.0,0.0,38.1983618706913,31.93159367491153,24.32051139249706,3.385244667118977,13.872944741868078,3429.407,1.8917512097240543,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262,0.0191209518075032,0.0109046838354374,0.9768121746077986,-0.0003116662813231,-0.0033219233167764,0.0430469293445752,1.131197766936446,-0.0952570248292643,0.565598883468223,-0.0952569445067843,-0.6731387906300829,-2.373633119532325,13.872944741868078,0.9724545932898664,105.0,89.0,0.8476190476190476,1.8352043352523866,1.0987561377370805,1.0310492908918767,1.0308123043224455,2A
B0005,17,1,1.802579500826209,1.802579500826209,24.3625933569109,3.5603420474985823,2.573903509838096,4.188899969428112,0.2329760049856253,0.0,0.0,0.0,0.5500270129718601,0.5500270129718601,0.0,0.0,38.31926916027133,31.941655359029298,24.357321702352365,3.4008083552683144,13.956675803360431,3409.484,1.903304489176178,-1.9027629207037409,0.4571130109358775,-2.016465255161054,0.00090184864654,0.0209222113890487,0.011428152902372,0.97097185385958,-0.0108424878429318,-0.0044791974026378,0.053889417187507,1.1289368121760222,-0.0972577495071591,0.5644684060880111,-0.0972576674142337,-0.4174605299219359,-1.6529557814005582,13.956675803360431,0.9783512414808992,105.0,88.0,0.8380952380952381,1.8352043352523866,1.0987687945297597,1.0368125685808514,1.0371076684027263,2A
B0005,18,1,1.8030683142834096,1.8030683142834096,24.382419922756025,3.5591189041401865,2.4942396831720126,4.188779799856791,0.2387364387680622,0.0,0.0,0.0,0.5384515755345896,0.5384515755345896,0.0,0.0,38.4787542519308,31.965008645476725,24.382419922756025,3.414795247499799,14.096334329174775,3390.422,1.9145244843916995,-1.913347060582244,0.4358942318853322,-2.0181069603406625,-0.0004481239748701,0.0234964880468706,0.013332929610887,0.97097185385958,0.0,-0.0034362018397736,0.053889417187507,1.1183584592957547,-0.1066721079407481,0.5591792296478774,-0.1066720174693236,-0.3744967296936707,-1.39195055929809,14.096334329174775,0.9861840522591584,105.0,87.0,0.8285714285714286,1.8352043352523866,1.099663357139532,1.0425798500084247,1.043221426418658,2A
B0005,19,1,1.802777624719604,1.802777624719604,24.361449262276757,3.557886771846508,2.4556793246645583,4.189272591516219,0.2414503141215667,0.0,0.0,0.0,0.5376246342186874,0.5376246342186874,0.0,0.0,38.54659017774874,31.966241678512723,24.355030419469987,3.433369080629228,14.185140915471989,3390.281,1.9142954371600984,-1.9131602105481536,0.4361904658639456,-2.0170254305215485,0.0023375587090041,0.0246842436258553,0.014050971440979,0.97097185385958,0.0,-0.003315079609144,0.053889417187507,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.3292375474479374,-1.4145833642943888,14.185140915471989,0.9895346667584676,105.0,86.0,0.819047619047619,1.8352043352523866,1.0990740332161197,1.0424780357142334,1.0430966189368962,2A
B0005,20,1,1.8470259949329195,1.8470259949329195,24.558714742953534,3.5520375235511907,2.632142800798914,4.187614060563439,0.2341656307122479,0.0,0.0,0.0,0.5948832536302291,0.5948832536302291,0.0,0.0,38.44749852224995,32.37143341978575,24.54942444728521,3.358265608227543,13.888783779296418,3591.734,1.8512767320070225,-1.8553455745575973,0.5400579358950733,-2.01684718332263,0.0059551658046401,0.0173258259073128,0.0104369143130227,0.9710686070022012,0.0001796210889537,-0.0021325733507955,0.0537097960985533,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.2886883327339914,-1.3182158227718714,13.888783779296418,0.9846440608038524,105.0,85.0,0.8095238095238095,1.8352043352523866,1.09897690659349,1.0109749301035957,1.0087578240994213,2A
B0005,21,1,1.847417311283644,1.847417311283644,24.92210633449132,3.5525668436897124,2.5027764692056795,4.187628781108399,0.2441722414090925,0.0,0.0,0.0,0.5752910435149242,0.5752910435149242,0.0,0.0,38.992275791716615,32.70024990461686,24.917503693363493,3.4144547200965945,14.070169457225294,3552.297,1.8722258641721448,-1.8746995273150973,0.5078881766945342,-2.016190951623346,0.0016182635202416,0.0208458846676846,0.0106721414121771,0.9712251873290944,0.0002906895638055,0.0001120242394472,0.0534191065347477,1.10005402594372,-0.1231747488013435,0.5500270129718601,-0.1231746434513874,-0.1695253852040997,-1.4606453195108415,14.070169457225294,1.01183326639746,105.0,84.0,0.8,1.8352043352523866,1.0986193269568911,1.0215208689866566,1.020172973771156,2A
B0005,22,1,1.8361774213478947,1.8361774213478947,24.56596639952811,3.556794038327039,2.617507742871704,4.187447226312926,0.2331197356739463,0.0,0.0,0.0,0.5746295172318457,0.5746295172318457,0.0,0.0,38.51424197364312,32.32266411829938,24.56596639952811,3.395181230789341,13.948275574115003,3531.578,1.8717521506964936,-1.873827212788385,0.5090210348494151,-2.016760348146938,0.0025192157843694,0.018014375937843,0.0104134110433447,0.9890594526513063,0.0331091070644851,0.0067629146087248,0.0203099994702626,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.083388432785752,-0.6379669748658764,13.948275574115003,0.9879354769115876,105.0,83.0,0.7904761904761904,1.8352043352523866,1.0989295902407417,1.0210455461520511,1.019914848031939,2A
B0005,23,1,1.825780747577624,1.825780747577624,24.21658146702539,3.5614100044534203,2.694074478000972,4.187344026387161,0.2248463314404929,0.0,0.0,0.0,0.56763163871444,0.56763163871444,0.0,0.0,38.165816144899125,31.98795810666763,24.21658146702539,3.404274898198559,13.949234677873736,3492.907,1.881759431693843,-1.883193546754683,0.493049411096651,-2.0160230713598764,0.0037933120349866,0.0165276460729661,0.0106326587122897,0.9890594526513063,0.0,0.010055863206278,0.0203099994702626,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.0839624609164686,-0.5952979511965182,13.949234677873736,0.9708734181241936,105.0,82.0,0.780952380952381,1.8352043352523866,1.0985278492613317,1.026149247024145,1.025367799948584,2A
B0005,24,1,1.8251136435078368,1.8251136435078368,24.05499065781757,3.556610794781798,2.6237674644021887,4.187438187636325,0.2306744963518295,0.0,0.0,0.0,0.5751265455508093,0.5751265455508093,0.0,0.0,38.16526203587147,31.894456524691385,24.05499065781757,3.436465900023053,14.110271378053906,3511.594,1.871061722006648,-1.873239184822504,0.51045002675325,-2.01719076462715,0.0034388887386759,0.0184795665237881,0.0106011993012698,0.9890594526513063,0.0,0.0099908700321067,0.0203099994702626,1.1502530911016189,-0.0785520841861435,0.5751265455508093,-0.078552018508457,-0.0863232913877505,-0.5978860484871875,14.110271378053906,0.970846520010523,105.0,81.0,0.7714285714285715,1.8352043352523866,1.0991641235142002,1.020725130624153,1.019538634508146,2A
B0005,25,1,1.825581504220376,1.825581504220376,24.028778234327,3.5586742170266272,2.5010798299873738,4.18774138117799,0.2384585859277787,0.0,0.0,0.0,0.537870205606472,0.537870205606472,0.0,0.0,38.27549578575718,31.78039681801023,24.024851602995685,3.444949444530768,14.24671755143018,3431.9370000000054,1.9149807864169253,-1.9139593751505897,0.4336815885962881,-2.016114862565665,0.0012614422239159,0.0222933434727844,0.0124283060076833,0.9834592702565846,-0.0103966737702705,0.004542486658843,0.0307066732405332,1.1492590344636917,-0.0794166639587109,0.5746295172318457,-0.0794165975290577,-0.0838496252944781,-0.6981555167259672,14.24671755143018,0.9762122962909782,105.0,80.0,0.7619047619047619,1.8352043352523866,1.098577866147204,1.042913499268392,1.043470064685504,2A
B0005,26,1,1.814031127508391,1.814031127508391,23.93841461307264,3.564103182686905,2.68499881852498,4.188261122540052,0.223712897106684,0.0,0.0,0.0,0.550399510141478,0.550399510141478,0.0,0.0,37.98216079918311,31.688747146342205,23.93622764909489,3.4231952488727075,14.043746186110464,3431.125,1.9033151106503567,-1.9030532722310995,0.4560917837399327,-2.016863630474281,0.0031353992245556,0.0174360566071482,0.0109861228702543,0.9833519475525948,-0.0001992433572479,-0.0031588508025307,0.0309059165977811,1.13526327742888,-0.0916694835605427,0.56763163871444,-0.0916694064038288,-0.0705119839448501,-0.7649093799468918,14.043746186110464,0.9619989220381732,105.0,79.0,0.7523809523809524,1.8352043352523866,1.0989858686209522,1.0369707806784263,1.0371134560275563,2A
B0005,27,1,1.8147691941158937,1.8147691941158937,23.811534187517506,3.559588063594272,2.547109116468133,4.187338767288234,0.2339906050623352,0.0,0.0,0.0,0.5382850599145006,0.5382850599145006,0.0,0.0,38.11100191887773,31.596747992569156,23.811534187517506,3.461139819499428,14.299467731360233,3412.406,1.9145345245604477,-1.9134590742247917,0.434873129767018,-2.024643671910137,0.0011043615738374,0.0210724452192255,0.0118882507409718,0.9830999337466948,-0.0004678607125394,-0.0032723472807633,0.0313737773103206,1.100799020282956,-0.1224977443171382,0.550399510141478,-0.122497639582401,-0.050162978201441,-0.7414494812876583,14.299467731360233,0.9682161774033904,105.0,78.0,0.7428571428571429,1.8352043352523866,1.1032252011499841,1.0426408860687675,1.043226897291059,2A
B0005,28,1,1.813969388710352,1.813969388710352,23.754765330883423,3.556833231052199,2.471314764334132,4.187560306288175,0.2394720241414124,0.0,0.0,0.0,0.5378079622620257,0.5378079622620257,0.0,0.0,38.18831137948753,31.56558649878708,23.754765330883423,3.480274215150429,14.433546048604104,3410.688,1.91465469704566,-1.913620909902553,0.43491395027052,-2.017291134571006,-3.060676830687782e-05,0.0237982048058356,0.0134374089358045,0.9775278820840274,-0.0103444493919429,-0.0043483558533785,0.0417182267022635,1.0765701198290012,-0.139652769697705,0.5382850599145006,-0.1396526492384709,-0.0484095370241872,-0.9816016072696242,14.433546048604104,0.9719660337399378,105.0,77.0,0.7333333333333333,1.8352043352523866,1.099218814941159,1.042729070078936,1.0432923790921336,2A
B0005,29,1,1.802765665167823,1.802765665167823,23.79768342466196,3.5624410850948944,2.6613903306108773,4.18805176248713,0.2246938172828494,0.0,0.0,0.0,0.5522251664663389,0.5522251664663389,0.0,0.0,37.99854111908584,31.59124667045208,23.79410930748377,3.455173082508427,14.200857694423874,3410.718,1.90281236813016,-1.902581974571906,0.4573564287414881,-2.01713712589233,0.0037901043107805,0.0184740921985489,0.0107127883370935,0.9771303215071734,-0.0007380666075031,-0.0034311550242949,0.0424562933097667,1.0765701198290012,-0.139652769697705,0.5382850599145006,-0.1396526492384709,-0.1149907309156405,-1.6427554580441277,14.200857694423874,0.962787137279011,105.0,76.0,0.7238095238095238,1.8352043352523866,1.09913489585067,1.0367139713138556,1.0368395124069254,2A
B0005,30,1,1.804077040117352,1.804077040117352,23.80130098691845,3.5591407106855666,2.541762355407921,4.187667484260542,0.2337381121665522,0.0,0.0,0.0,0.5424922966321463,0.5424922966321463,0.0,0.0,38.194201649765226,31.603485399391182,23.80130098691845,3.4825819327963465,14.392900662846774,3392.719,1.914298633167812,-1.9130621638638965,0.4362089113558066,-2.015946028510057,0.0006901740069088,0.0218189885924444,0.0127122346625567,0.9770970658200674,-6.173879803861304e-05,-0.0034306747019492,0.0425180321078053,1.0849845932642923,-0.1369682421328887,0.5424922966321463,-0.1369681241571554,-0.1168457645220031,-1.66712706693297,14.392900662846774,0.9722523330293468,105.0,75.0,0.7142857142857143,1.8352043352523866,1.0984858687317856,1.0424246102278318,1.0430983604365494,2A
B0005,31,1,1.8518025516704488,1.8518025516704488,23.78129749955371,3.5573161327793144,2.628919415830567,4.2010701773378685,0.2244802327371113,0.0,0.0,0.0,0.544241741129979,0.544241741129979,0.0,0.0,38.45796400011448,31.91556385491565,23.78129749955371,3.5076959837591097,14.67666650056077,3470.672,1.9208064565057184,-1.920618117118412,0.4205282536761078,-2.0167372379007014,0.0008475435827522,0.0360580166649898,0.0259905077320697,0.9770970658200674,0.0,-0.0023088315000509,0.0425180321078053,1.0849845932642923,-0.1369682421328887,0.5424922966321463,-0.1369681241571554,-0.1100167761212745,-1.753455633147237,14.67666650056077,0.985159434163944,105.0,74.0,0.7047619047619048,1.8352043352523866,1.0989169975033595,1.0465418374539088,1.0466444632943608,2A
B0005,32,1,1.8307038456739428,1.8307038456739428,24.204043411413554,3.561870782772737,2.6312552691827045,4.1996223345495824,0.2232655714450736,0.0,0.0,0.0,0.5372596584985462,0.5372596584985462,0.0,0.0,38.49126351534004,32.081128118597164,24.2036410699716,3.3915014198167084,14.287220103926485,3414.109,1.9303817905128964,-1.9298830859597569,0.399294272689169,-2.0183057226929555,0.0011650883880798,0.0363814343131246,0.0219551050593531,0.9770970658200674,0.0,-0.0001661349609121,0.0425180321078053,1.0849845932642923,-0.1369682421328887,0.5424922966321463,-0.1369681241571554,-0.0821908687909893,-2.082639875239161,14.287220103926485,0.9868010670030272,105.0,73.0,0.6952380952380952,1.8352043352523866,1.0997716624374625,1.0515903046264052,1.0518620479650407,2A
B0005,33,1,1.8199041089501269,1.8199041089501269,24.0063252333915,3.5617586337260088,2.654880745360911,4.199853323702163,0.2210459604835194,0.0,0.0,0.0,0.5396940019775727,0.5396940019775727,0.0,0.0,38.31473393357882,31.849792632896243,24.00078927251757,3.3803301579998144,14.30840870018732,3395.219,1.9296707494333811,-1.929300528480541,0.4002852377219257,-2.016579511976592,0.0019472390588109,0.0355261447953334,0.0190031829090066,0.9802938109078494,0.0059347202397745,0.0011745962883474,0.0365833118680307,1.0849845932642923,-0.1369682421328887,0.5424922966321463,-0.1369681241571554,0.0192625286110688,-1.5367627575035765,14.30840870018732,0.9781294143995016,105.0,72.0,0.6857142857142857,1.8352043352523866,1.0988310528915908,1.0512728699582183,1.05147460278204,2A
B0005,34,1,1.809307963702852,1.809307963702852,23.53999092882516,3.5597307651083123,2.6749688422803803,4.199103467081427,0.2189722484436545,0.0,0.0,0.0,0.5456971228227085,0.5456971228227085,0.0,0.0,37.861934640176806,31.465690433362017,23.53999092882516,3.416430218751927,14.321943711351649,3386.0,1.9236587918872607,-1.923330987770314,0.4135159697940358,-2.0193879194408373,0.0018372947715281,0.0349712588631842,0.0267407338161746,0.9802938109078494,0.0,0.0017804160719325,0.0365833118680307,1.0849845932642923,-0.1369682421328887,0.5424922966321463,-0.1369681241571554,0.0926531722420168,-0.6934748673808693,14.321943711351649,0.9562333968055876,105.0,71.0,0.6761904761904762,1.8352043352523866,1.1003613497693274,1.0480200764705625,1.0481986964261991,2A
B0005,35,1,1.80460990458052,1.80460990458052,23.56609574757256,3.5575937553540915,2.6159705726789904,4.199998536865001,0.2236425238784347,0.0,0.0,0.0,0.5423989658346879,0.5423989658346879,0.0,0.0,37.90665575786083,31.40934895665031,23.56609574757256,3.39766676229326,14.340560010288277,3368.187,1.928810857737374,-1.9284469980320087,0.4019409655775892,-2.015814483813837,0.0074961910680886,0.0382332910209666,0.0234567746126823,0.9802938109078494,0.0,0.0017804160719324,0.0365833118680307,1.084797931669376,-0.1371402975542748,0.5423989658346879,-0.1371401794199494,0.196542345557997,-0.2497310401847155,14.340560010288277,0.9583739804596222,105.0,70.0,0.6666666666666666,1.8352043352523866,1.0984141902305458,1.0508077825387214,1.051006049128646,2A
